"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number Numeric","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
104,1.00,"NOCA",656.00,24401.00,3677.00,,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegeei","Lomatium","brandegeei","(Coult. & Rose) J.F. Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Peter F. Zika",,18877.00,"A","18877A","Jim Duemmel, Walt Lockwood, Steve Hahn, Cody Hinchliff",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep north-facing granite talus and slide.  Rock-walled chute.","Occasional in pockets of soil at cliff base.",,"Native","Fruiting",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
105,1.00,"NOCA",656.00,24402.00,3678.00,,"2003 North Cascades National Park Foray","Asteraceae","Senecio elmeri","Senecio","elmeri","Piper",,,,,,,,1.00,"David Giblin",26.00,"Sep",2003.00,"H&C",,"Peter F. Zika",,18877.00,"B","18877B","Jim Duemmel, Walt Lockwood, Steve Hahn, Cody Hinchliff",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep north-facing granite talus and slide.  Rock-walled chute.","Cliff base.",,"Native","Fruiting",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
106,1.00,"NOCA",656.00,24366.00,3679.00,,"2003 North Cascades National Park Foray","Saxifragaceae","Saxifraga lyallii","Saxifraga","lyallii","Engl.",,,,,,,,1.00,"Steve Hahn",7.00,"Oct",2003.00,"H&C",,"Peter F. Zika",,18878.00,,"18878","Jim Duemmel, Walt Lockwood, Steve Hahn, Cody Hinchliff",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep north-facing granite talus and slide.  Rock-walled chute.","Fruit red.",,"Native","Fruiting",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
107,1.00,"NOCA",656.00,24404.00,3682.00,,"2003 North Cascades National Park Foray","Asteraceae","Antennaria neglecta","Antennaria","neglecta","Greene",,,,,,,,1.00,"David Giblin",26.00,"Oct",2003.00,"H&C",,"Peter F. Zika",,18878.00,"A","18878A","Cody, Cody Hinchliff, Jim Duemmel, Walt Lockwood.",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep North-facing granite talus and slide.  Rock-walled chute.",,,"Native","Flowering",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
108,1.00,"NOCA",656.00,24407.00,3685.00,,"2003 North Cascades National Park Foray","Ericaceae","Ledum glandulosum var. glandulosum","Ledum","glandulosum","Nutt.","var.","glandulosum",,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Peter F. Zika",,18879.00,"A","18879A","Cody, Cody Hinchliff, Jim Duemmel, Walt Lockwood.",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep North-facing granite talus and slide.  Rock-walled chute.",,,"Native","Fruiting",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
109,1.00,"NOCA",656.00,24369.00,3686.00,,"2003 North Cascades National Park Foray","Caryophyllaceae","Silene acaulis","Silene","acaulis","L.",,,,,,,,1.00,"David Giblin",29.00,"Sep",2003.00,"H&C",,"Peter F. Zika",,18881.00,,"18881","Cody, Cody Hinchliff, Jim Duemmel, Walt Lockwood.",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep North-facing granite talus and slide.  Rock-walled chute.","Dense cushion plant.",,"Native","Fruiting",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
110,1.00,"NOCA",656.00,24411.00,3689.00,,"2003 North Cascades National Park Foray","Caryophyllaceae","Cerastium arvense","Cerastium","arvense","L.",,,,,,,,1.00,"Zika",29.00,"Sep",2003.00,"H&C",,"Peter F. Zika",,18886.00,"A","18886A","Cody, Cody Hinchliff, Jim Duemmel, Walt Lockwood.",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep North-facing granite talus and slide.  Rock-walled chute.","White flowers.",,"Native","Flowering",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
111,1.00,"NOCA",656.00,24374.00,3690.00,,"2003 North Cascades National Park Foray","Asteraceae","Erigeron acris var. debilis","Erigeron","acris","L.","var.","debilis","Gray",,,,,1.00,"David Giblin",29.00,"Sep",2003.00,"H&C",,"Peter F. Zika",,18887.00,,"18887","Cody, Cody Hinchliff, Jim Duemmel, Walt Lockwood.",24.00,"Aug",2003.00,"USA","Washington","Skagit","Cascade Mountains.  North Cascade National Park.  0.2 air kilometers NE of Upper, west of Silent Lakes.  Easy Gully or Easy Couloir, above Fisher Creek headquarters and Fisher Creek basin.",5248.00,,1600.00,,48.00,33.10,0.00,"N",120.00,50.30,0.00,"W",,,"Field notes",10.00,659519.34,5379874.77,"WGS 84",,"Calc. from Lat-Long","35N","16E",11.00,,"Steep North-facing granite talus and slide.  Rock-walled chute.","Rays lavender.  Cespitose.  Common on ledges.",,"Native","Fruiting",,"{F39D163D-2575-4D57-B782-558C686F9ACB}",659519.33,5379874.76,"NAD83","OK","Natalya Antonova"
112,1.00,"NOCA",656.00,24223.00,3695.00,357972.00,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegeei","Lomatium","brandegeei","(Coult. & Rose) J.F. Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7506.00,,"7506","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","In fruit.  Common on slopes (now dry, vernally wet?).  Uphill from stream.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
113,2.00,"WTU",656.00,24434.00,3695.00,357972.00,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegeei","Lomatium","brandegeei","(Coult. & Rose) J.F. Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7506.00,,"7506","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","In fruit.  Common on slopes (now dry, vernally wet?).  Uphill from stream.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
114,3.00,"UBC",656.00,24566.00,3695.00,357972.00,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegeei","Lomatium","brandegeei","(Coult. & Rose) J.F. Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7506.00,,"7506","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","In fruit.  Common on slopes (now dry, vernally wet?).  Uphill from stream.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
115,1.00,"NOCA",656.00,24225.00,3696.00,357973.00,"2003 North Cascades National Park Foray","Grossulariaceae","Ribes howellii","Ribes","howellii","Greene",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7508.00,,"7508","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","In fruit.  Berries black with waxy bloom so appearing light blue-gray.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
116,2.00,"WTU",656.00,24436.00,3696.00,357973.00,"2003 North Cascades National Park Foray","Grossulariaceae","Ribes howellii","Ribes","howellii","Greene",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7508.00,,"7508","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","In fruit.  Berries black with waxy bloom so appearing light blue-gray.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
117,3.00,"UBC",656.00,24567.00,3696.00,357973.00,"2003 North Cascades National Park Foray","Grossulariaceae","Ribes howellii","Ribes","howellii","Greene",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7508.00,,"7508","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","In fruit.  Berries black with waxy bloom so appearing light blue-gray.",,"Native","Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
118,1.00,"NOCA",656.00,24229.00,3697.00,357978.00,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegei","Lomatium","brandegei","(Coult. & Rose) Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7512.00,,"7512","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Flowers yellow.  Growing on moist slope west of stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
119,2.00,"WTU",656.00,24440.00,3697.00,357978.00,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegei","Lomatium","brandegei","(Coult. & Rose) Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7512.00,,"7512","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Flowers yellow.  Growing on moist slope west of stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
120,3.00,"UBC",656.00,24571.00,3697.00,357978.00,"2003 North Cascades National Park Foray","Apiaceae","Lomatium brandegei","Lomatium","brandegei","(Coult. & Rose) Macbr.",,,,,,,,1.00,"Gage",7.00,"Oct",2003.00,"FPNW",,"Sarah Gage",,7512.00,,"7512","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Flowers yellow.  Growing on moist slope west of stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
121,1.00,"NOCA",656.00,24232.00,3698.00,357981.00,"2003 North Cascades National Park Foray","Poaceae","Elymus hirsutus","Elymus","hirsutus","Presl",,,,,,,,1.00,"David Giblin",3.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7515.00,,"7515","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Growing at edge of waterfall stream.  Heads slightly drooping.",,"Native","Flowering & Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
122,2.00,"WTU",656.00,24443.00,3698.00,357981.00,"2003 North Cascades National Park Foray","Poaceae","Elymus hirsutus","Elymus","hirsutus","Presl",,,,,,,,1.00,"David Giblin",3.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7515.00,,"7515","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Growing at edge of waterfall stream.  Heads slightly drooping.",,"Native","Flowering & Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
123,3.00,"UBC",656.00,24572.00,3698.00,357981.00,"2003 North Cascades National Park Foray","Poaceae","Elymus hirsutus","Elymus","hirsutus","Presl",,,,,,,,1.00,"David Giblin",3.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7515.00,,"7515","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Growing at edge of waterfall stream.  Heads slightly drooping.",,"Native","Flowering & Fruiting",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
124,1.00,"NOCA",656.00,24233.00,3699.00,357996.00,"2003 North Cascades National Park Foray","Saxifragaceae","Heuchera glabra","Heuchera","glabra","Willd.",,,,,,,,1.00,"David Giblin",1.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7516.00,,"7516","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Flowers white.  Growing at edge of waterfall-stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
125,2.00,"WTU",656.00,24444.00,3699.00,357996.00,"2003 North Cascades National Park Foray","Saxifragaceae","Heuchera glabra","Heuchera","glabra","Willd.",,,,,,,,1.00,"David Giblin",1.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7516.00,,"7516","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Flowers white.  Growing at edge of waterfall-stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
126,3.00,"UBC",656.00,24573.00,3699.00,357996.00,"2003 North Cascades National Park Foray","Saxifragaceae","Heuchera glabra","Heuchera","glabra","Willd.",,,,,,,,1.00,"David Giblin",1.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7516.00,,"7516","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Flowers white.  Growing at edge of waterfall-stream.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
127,1.00,"NOCA",656.00,24237.00,3700.00,358001.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus ensifolius","Juncus","ensifolius","Wikst.",,,,,,,,1.00,"David Giblin",8.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7520.00,,"7520","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Capitate heads deep brown.  Leaves equitant.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
128,2.00,"WTU",656.00,24448.00,3700.00,358001.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus ensifolius","Juncus","ensifolius","Wikst.",,,,,,,,1.00,"David Giblin",8.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7520.00,,"7520","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Capitate heads deep brown.  Leaves equitant.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
129,3.00,"UBC",656.00,24577.00,3700.00,358001.00,"2003 North Cascades National Park Foray","Juncaceae","Juncus ensifolius","Juncus","ensifolius","Wikst.",,,,,,,,1.00,"David Giblin",8.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7520.00,,"7520","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Capitate heads deep brown.  Leaves equitant.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
130,1.00,"NOCA",656.00,24238.00,3701.00,358002.00,"2003 North Cascades National Park Foray","Poaceae","Poa cusickii","Poa","cusickii","Vasey",,,,,,,,1.00,"David Giblin",3.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7521.00,,"7521","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Leaves glaucous.  Tips of lemmas purplish.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
131,2.00,"WTU",656.00,24449.00,3701.00,358002.00,"2003 North Cascades National Park Foray","Poaceae","Poa cusickii","Poa","cusickii","Vasey",,,,,,,,1.00,"David Giblin",3.00,"Oct",2003.00,"H&C",,"Sarah Gage",,7521.00,,"7521","Cheryl Soldati",23.00,"Aug",2003.00,"USA","Washington","Skagit","North Cascades National Park.  Fisher Creek Basin.  In avalanche chute west of Fisher Creek camp, on north side of Fisher Creek.",5429.00,,1655.00,,48.00,34.29,44.88,"N",120.00,51.64,9.76,"W",,,"Field notes",10.00,657809.26,5382045.77,"WGS 84",,"Calc. from Lat-Long",,,,,"Herbaceous meadow along small stream and avalanche chute.  Vegetation (Alnus, Sorbus).","Leaves glaucous.  Tips of lemmas purplish.",,"Native","Flowering",,"{76AC2922-1F9D-457C-B148-6E8C22B75FBF}",657809.25,5382045.76,"NAD83","OK","Natalya Antonova"
