"ID","Replicate Number","Destination Herbarium","NOCA Accession Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
82,2.00,"WTU",656.00,12401.00,6200.00,362055.00,"2004 North Cascades National Park Forays","Cyperaceae","Carex saxatilis","Carex","saxatilis","L.",,,,,,,,2.00,"P. F. Zika",,"Oct",2004.00,"FNA",,"Sarah Gage",,7596.00,,"7596","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Perigynia yellow-green; common; young fruit.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
83,3.00,"UBC",656.00,12402.00,6200.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex saxatilis","Carex","saxatilis","L.",,,,,,,,2.00,"P. F. Zika",,"Oct",2004.00,"FNA",,"Sarah Gage",,7596.00,,"7596","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Perigynia yellow-green; common; young fruit.",,"Native","Flowering & Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
84,1.00,"NOCA",656.00,12403.00,6201.00,,"2004 North Cascades National Park Forays","Poaceae","Calamagrostis canadensis","Calamagrostis","canadensis","(Michx.) Beauv.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7597.00,,"7597","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Common; heads slightly nodding.",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
85,2.00,"WTU",656.00,12404.00,6201.00,362054.00,"2004 North Cascades National Park Forays","Poaceae","Calamagrostis canadensis","Calamagrostis","canadensis","(Michx.) Beauv.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7597.00,,"7597","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Common; heads slightly nodding.",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
86,3.00,"UBC",656.00,12405.00,6201.00,,"2004 North Cascades National Park Forays","Poaceae","Calamagrostis canadensis","Calamagrostis","canadensis","(Michx.) Beauv.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7597.00,,"7597","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Common; heads slightly nodding.",,"Native","Flowering",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
87,1.00,"NOCA",656.00,12406.00,6202.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"Sarah Gage",20.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7598.00,,"7598","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Common; nodding.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
88,2.00,"WTU",656.00,12407.00,6202.00,362046.00,"2004 North Cascades National Park Forays","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"Sarah Gage",20.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7598.00,,"7598","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"In meadow.","Common; nodding.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
89,1.00,"NOCA",656.00,12408.00,6203.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex luzulina","Carex","luzulina","Olney",,,,,,,,1.00,"Sarah Gage",19.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7601.00,,"7601","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,,,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
90,2.00,"WTU",656.00,12409.00,6203.00,362051.00,"2004 North Cascades National Park Forays","Cyperaceae","Carex luzulina","Carex","luzulina","Olney",,,,,,,,1.00,"Sarah Gage",19.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7601.00,,"7601","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,,,,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
91,1.00,"NOCA",656.00,12410.00,6204.00,,"2004 North Cascades National Park Forays","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7602.00,,"7602","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake shoreline.","Common, scattered.",,"Native","Fertile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
92,2.00,"WTU",656.00,12411.00,6204.00,362052.00,"2004 North Cascades National Park Forays","Poaceae","Agrostis thurberiana","Agrostis","thurberiana","Hitchc.",,,,,,,,1.00,"Sarah Gage",21.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7602.00,,"7602","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Lake shoreline.","Common, scattered.",,"Native","Fertile",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
93,1.00,"NOCA",656.00,12412.00,6205.00,,"2004 North Cascades National Park Forays","Salicaceae","Salix boothii","Salix","boothii","Dorn",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"Biek, Flora of Mt. Rainier",,"Sarah Gage",,7603.00,,"7603","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Growing at edge of lake with Salix commutata.","Leaves glossy, bright green; female fruits.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
94,2.00,"WTU",656.00,12413.00,6205.00,362053.00,"2004 North Cascades National Park Forays","Salicaceae","Salix boothii","Salix","boothii","Dorn",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"Biek, Flora of Mt. Rainier",,"Sarah Gage",,7603.00,,"7603","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Growing at edge of lake with Salix commutata.","Leaves glossy, bright green; female fruits.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
95,1.00,"NOCA",656.00,12414.00,6206.00,,"2004 North Cascades National Park Forays","Salicaceae","Salix commutata","Salix","commutata","Bebb",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7604.00,,"7604","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Growing at edge of lake with Salix boothii.","Leaves very hairy, silvery;  male and female fruits.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
96,2.00,"WTU",656.00,12415.00,6206.00,361908.00,"2004 North Cascades National Park Forays","Salicaceae","Salix commutata","Salix","commutata","Bebb",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7604.00,,"7604","Steve Walker, Leslie Batten, Steve Karafit",7.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Lake, southeastern shore.",5606.00,,1709.00,,48.00,25.70,19.00,"N",120.00,40.39,56.00,"W","NAD 27",11.00,"GPS reading",10.00,672121.90,5366313.29,"NAD 27",11.00,"Calc. from Lat-Long",,,,,"Growing at edge of lake with Salix boothii.","Leaves very hairy, silvery;  male and female fruits.",,"Native","Fruiting",,"{131C3550-E1CA-4509-8B54-95DEBABC43F1}",672027.19,5366513.75,"NAD83","OK","Natalya Antonova"
97,1.00,"NOCA",656.00,12416.00,6207.00,,"2004 North Cascades National Park Forays","Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,,,,,1.00,"Sarah Gage",25.00,"Aug",2004.00,"H&C",,"Sarah Gage",,7605.00,,"7605","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"On streamside between larger and smaller lakes.","Flowers white; common.",,"Native","Flowering",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
98,2.00,"WTU",656.00,12417.00,6207.00,361905.00,"2004 North Cascades National Park Forays","Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,,,,,1.00,"Sarah Gage",25.00,"Aug",2004.00,"H&C",,"Sarah Gage",,7605.00,,"7605","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"On streamside between larger and smaller lakes.","Flowers white; common.",,"Native","Flowering",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
99,1.00,"NOCA",656.00,12418.00,6208.00,,"2004 North Cascades National Park Forays","Cupressaceae","Juniperus communis","Juniperus","communis","L.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7606.00,,"7606","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing on talus slopes with Larix, upslope from lake.",,,"Native","Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
100,2.00,"WTU",656.00,12419.00,6208.00,361906.00,"2004 North Cascades National Park Forays","Cupressaceae","Juniperus communis","Juniperus","communis","L.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7606.00,,"7606","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing on talus slopes with Larix, upslope from lake.",,,"Native","Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
101,3.00,"UBC",656.00,12420.00,6208.00,,"2004 North Cascades National Park Forays","Cupressaceae","Juniperus communis","Juniperus","communis","L.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7606.00,,"7606","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing on talus slopes with Larix, upslope from lake.",,,"Native","Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
102,1.00,"NOCA",656.00,12421.00,6209.00,,"2004 North Cascades National Park Forays","Apiaceae","Ligusticum grayi","Ligusticum","grayi","Coult. & Rose",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7607.00,,"7607","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Scattered in meadow between lakes.","Flowers off white; immature fruit.",,"Native","Flowering & Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
103,2.00,"WTU",656.00,12422.00,6209.00,361903.00,"2004 North Cascades National Park Forays","Apiaceae","Ligusticum grayi","Ligusticum","grayi","Coult. & Rose",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7607.00,,"7607","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Scattered in meadow between lakes.","Flowers off white; immature fruit.",,"Native","Flowering & Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
104,3.00,"UBC",656.00,12423.00,6209.00,,"2004 North Cascades National Park Forays","Apiaceae","Ligusticum grayi","Ligusticum","grayi","Coult. & Rose",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7607.00,,"7607","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Scattered in meadow between lakes.","Flowers off white; immature fruit.",,"Native","Flowering & Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
105,1.00,"NOCA",656.00,12424.00,6210.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"Sarah Gage",20.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7608.00,,"7608","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing on banks of stream between lakes.","Heads nodding.",,"Native","Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
106,2.00,"WTU",656.00,12425.00,6210.00,361904.00,"2004 North Cascades National Park Forays","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"Sarah Gage",20.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7608.00,,"7608","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing on banks of stream between lakes.","Heads nodding.",,"Native","Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
107,3.00,"UBC",656.00,12426.00,6210.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex spectabilis","Carex","spectabilis","Dewey",,,,,,,,1.00,"Sarah Gage",20.00,"Oct",2004.00,"H&C",,"Sarah Gage",,7608.00,,"7608","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing on banks of stream between lakes.","Heads nodding.",,"Native","Fruiting",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
108,1.00,"NOCA",656.00,12427.00,6211.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7609.00,,"7609","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing in meadow between lakes.","Heads yellow.",,"Native","Flowering",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
109,2.00,"WTU",656.00,12428.00,6211.00,361901.00,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Sarah Gage",,7609.00,,"7609","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing in meadow between lakes.","Heads yellow.",,"Native","Flowering",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
110,1.00,"NOCA",656.00,12429.00,6212.00,,"2004 North Cascades National Park Forays","Pteridaceae","Cryptogramma cascadensis","Cryptogramma","cascadensis","E.R. Alverson",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"FNA Vol. 2",,"Sarah Gage",,7610.00,,"7610","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing in rock crevices of talus slope.","Lush green fronds; very common.",,"Native","Fertile",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
111,2.00,"WTU",656.00,12430.00,6212.00,361902.00,"2004 North Cascades National Park Forays","Pteridaceae","Cryptogramma cascadensis","Cryptogramma","cascadensis","E.R. Alverson",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"FNA Vol. 2",,"Sarah Gage",,7610.00,,"7610","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing in rock crevices of talus slope.","Lush green fronds; very common.",,"Native","Fertile",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
112,3.00,"UBC",656.00,12431.00,6212.00,,"2004 North Cascades National Park Forays","Pteridaceae","Cryptogramma cascadensis","Cryptogramma","cascadensis","E.R. Alverson",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"FNA Vol. 2",,"Sarah Gage",,7610.00,,"7610","Jim Duemmel, Steve Karafit, Gene Myers",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, north side of lake known as ""Dee Dee Lake."".",6320.00,,1927.00,,48.00,24.00,0.00,"N",120.00,38.00,0.00,"W","NAD 27",,"Field notes",10.00,674011.00,5363805.00,"NAD 27",,"Field notes",,,,,"Growing in rock crevices of talus slope.","Lush green fronds; very common.",,"Native","Fertile",,"{143FC9FC-57B6-49D4-A537-B68DE94D5917}",673916.28,5364005.48,"NAD83","OK","Natalya Antonova"
