"Replicate.","Destination Herbarium","NPS Accession Number","NPS Catalog Number","WTU Database ID","WTU Accession Number","Family","Scientific Name","Genus","Species","Author","Subspecific Rank","Subspecific taxon","Subspecific Author","Determiner","Determination Day","Determination Month","Determination Year","Determination Source","Determination Notes","Collector Name","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collector","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Elevation (m)","Dec Latitude","W or E","Dec Longitude","N or S","Source","Lat-Long Datum","UTM Zone","Easting","Northing","Source_UTM","Site description","Specimen Details","Origin","Phenology","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
3.00,"UBC","NOCA-00840",17923.00,163956.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1098",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Cespitose. Scattered.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17924.00,163957.00,,"Asteraceae","Antennaria lanata","Antennaria","lanata","(Hook.) Greene",,,,"David Giblin",29.00,,2007.00,"FNA",,"David Giblin",,"1099",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon. Most shoots sterile; not forming mats.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17925.00,163957.00,,"Asteraceae","Antennaria lanata","Antennaria","lanata","(Hook.) Greene",,,,"David Giblin",29.00,,2007.00,"FNA",,"David Giblin",,"1099",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon. Most shoots sterile; not forming mats.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17926.00,163957.00,,"Asteraceae","Antennaria lanata","Antennaria","lanata","(Hook.) Greene",,,,"David Giblin",29.00,,2007.00,"FNA",,"David Giblin",,"1099",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon. Most shoots sterile; not forming mats.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17927.00,163958.00,,"Asteraceae","Erigeron aureus","Erigeron","aureus","Greene",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1100",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common in meadow area and rocky outcropping.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17928.00,163958.00,,"Asteraceae","Erigeron aureus","Erigeron","aureus","Greene",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1100",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common in meadow area and rocky outcropping.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17929.00,163958.00,,"Asteraceae","Erigeron aureus","Erigeron","aureus","Greene",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1100",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common in meadow area and rocky outcropping.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17930.00,163959.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1101",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Cespitose; growing on steep west-facing slope.","Native","Fertile","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17931.00,163959.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1101",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Cespitose; growing on steep west-facing slope.","Native","Fertile","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17932.00,163959.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1101",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Cespitose; growing on steep west-facing slope.","Native","Fertile","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17933.00,163960.00,,"Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1102",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common in meadow areas.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17934.00,163960.00,,"Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1102",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common in meadow areas.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17935.00,163960.00,,"Rosaceae","Luetkea pectinata","Luetkea","pectinata","(Pursh) Kuntze",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1102",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Common in meadow areas.","Native","Flowering","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17936.00,163961.00,,"Rosaceae","Potentilla flabellifolia","Potentilla","flabellifolia","Hook.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1103",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Locally common on steep, west-facing slope.","Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17937.00,163961.00,,"Rosaceae","Potentilla flabellifolia","Potentilla","flabellifolia","Hook.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1103",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Locally common on steep, west-facing slope.","Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17938.00,163961.00,,"Rosaceae","Potentilla flabellifolia","Potentilla","flabellifolia","Hook.",,,,"David Giblin",29.00,"Aug",2007.00,"H&C",,"David Giblin",,"1103",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Locally common on steep, west-facing slope.","Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17939.00,163962.00,,"Ericaceae","Harrimanella stelleriana","Harrimanella","stelleriana","(Pallas) Coville",,,,"David Giblin",29.00,"Aug",2007.00,"Ill. Fl. of B.C.",,"David Giblin",,"1104",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon in rocky outcropping.","Native","Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17940.00,163962.00,,"Ericaceae","Harrimanella stelleriana","Harrimanella","stelleriana","(Pallas) Coville",,,,"David Giblin",29.00,"Aug",2007.00,"Ill. Fl. of B.C.",,"David Giblin",,"1104",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon in rocky outcropping.","Native","Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17941.00,163962.00,,"Ericaceae","Harrimanella stelleriana","Harrimanella","stelleriana","(Pallas) Coville",,,,"David Giblin",29.00,"Aug",2007.00,"Ill. Fl. of B.C.",,"David Giblin",,"1104",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.","Uncommon in rocky outcropping.","Native","Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17942.00,163981.00,,"Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"David Giblin",,"1105",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.",,"Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17943.00,163981.00,,"Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"David Giblin",,"1105",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.",,"Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17944.00,163981.00,,"Cyperaceae","Carex rossii","Carex","rossii","Boott",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"David Giblin",,"1105",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail. Approximately 1 kilometer northeast of lookout, along trail.",6150.00,1875.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613071.27,5419019.52,"Conversion algorithm","Rocky outcropping along ridgeline dominated by Lupinus, Cassiope and Phyllodoce.",,"Native","Flowering & Fruiting","{0AA9AFF5-C7B6-456B-AC3A-0898D2CF8AC3}",613071.52,5419019.08,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17945.00,163963.00,,"Lycopodiaceae","Diphasiastrum alpinum X Diphasiastrum sitchense","Diphasiastrum","alpinum","(L.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1106",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17946.00,163963.00,,"Lycopodiaceae","Diphasiastrum alpinum X Diphasiastrum sitchense","Diphasiastrum","alpinum","(L.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1106",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17947.00,163963.00,,"Lycopodiaceae","Diphasiastrum alpinum X Diphasiastrum sitchense","Diphasiastrum","alpinum","(L.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1106",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17948.00,163965.00,,"Lycopodiaceae","Diphasiastrum sitchense","Diphasiastrum","sitchense","(Rupr.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1107",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17949.00,163965.00,,"Lycopodiaceae","Diphasiastrum sitchense","Diphasiastrum","sitchense","(Rupr.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1107",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17950.00,163965.00,,"Lycopodiaceae","Diphasiastrum sitchense","Diphasiastrum","sitchense","(Rupr.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1107",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17951.00,163966.00,,"Lycopodiaceae","Diphasiastrum alpinum","Diphasiastrum","alpinum","(L.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1108",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17952.00,163966.00,,"Lycopodiaceae","Diphasiastrum alpinum","Diphasiastrum","alpinum","(L.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1108",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17953.00,163966.00,,"Lycopodiaceae","Diphasiastrum alpinum","Diphasiastrum","alpinum","(L.) Holub",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1108",,"Lily Hickenbottom, Kelly O'Neil, Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades Nartional Park. Copper Ridge Trail. Approximately 0.5 mile north of Knob just northeast of Lookout.",5815.00,1773.00,48.91,"W",-121.45,"N","GPS reading","WGS 84",10.00,613303.71,5419207.36,"Conversion algorithm","Northeast slope dominated by Phyllodoce empetriformis.",,"Native","Spores","{8196DB92-2B5D-45A4-84D8-D62E0106FB80}",613303.70,5419207.28,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17954.00,163967.00,,"Poaceae","Trisetum spicatum","Trisetum","spicatum","(L.) Richter",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1109",,"Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail; Copper Ridge Lookout.",6261.00,1909.00,48.90,"W",-121.46,"N","GPS reading","WGS 84",10.00,612651.80,5418426.83,"Conversion algorithm","Exposed rocky outcropping and south-facing mesic meadow with organic soil layer well developed. Carex spectabilis abundant.","Cespitose; stems mostly solitary.","Native","Flowering","{5DADA8C9-0B70-403D-AE86-3B65CEF325F4}",612651.80,5418426.75,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17955.00,163967.00,,"Poaceae","Trisetum spicatum","Trisetum","spicatum","(L.) Richter",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1109",,"Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail; Copper Ridge Lookout.",6261.00,1909.00,48.90,"W",-121.46,"N","GPS reading","WGS 84",10.00,612651.80,5418426.83,"Conversion algorithm","Exposed rocky outcropping and south-facing mesic meadow with organic soil layer well developed. Carex spectabilis abundant.","Cespitose; stems mostly solitary.","Native","Flowering","{5DADA8C9-0B70-403D-AE86-3B65CEF325F4}",612651.80,5418426.75,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",17956.00,163967.00,,"Poaceae","Trisetum spicatum","Trisetum","spicatum","(L.) Richter",,,,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1109",,"Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail; Copper Ridge Lookout.",6261.00,1909.00,48.90,"W",-121.46,"N","GPS reading","WGS 84",10.00,612651.80,5418426.83,"Conversion algorithm","Exposed rocky outcropping and south-facing mesic meadow with organic soil layer well developed. Carex spectabilis abundant.","Cespitose; stems mostly solitary.","Native","Flowering","{5DADA8C9-0B70-403D-AE86-3B65CEF325F4}",612651.80,5418426.75,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",17957.00,163968.00,,"Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1110",,"Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail; Copper Ridge Lookout.",6261.00,1909.00,48.90,"W",-121.46,"N","GPS reading","WGS 84",10.00,612651.80,5418426.83,"Conversion algorithm","Exposed rocky outcropping and south-facing mesic meadow with organic soil layer well developed. Carex spectabilis abundant.","Ligules orange; scattered in meadow.","Native","Fruiting","{5DADA8C9-0B70-403D-AE86-3B65CEF325F4}",612651.80,5418426.75,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",17958.00,163968.00,,"Asteraceae","Agoseris aurantiaca var. aurantiaca","Agoseris","aurantiaca","(Hook.) Greene","var.","aurantiaca",,"David Giblin",29.00,"Aug",2007.00,"FNA",,"David Giblin",,"1110",,"Peter Zika",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge Trail; Copper Ridge Lookout.",6261.00,1909.00,48.90,"W",-121.46,"N","GPS reading","WGS 84",10.00,612651.80,5418426.83,"Conversion algorithm","Exposed rocky outcropping and south-facing mesic meadow with organic soil layer well developed. Carex spectabilis abundant.","Ligules orange; scattered in meadow.","Native","Fruiting","{5DADA8C9-0B70-403D-AE86-3B65CEF325F4}",612651.80,5418426.75,"NAD83","OK","Natalya Antonova"
