geometry,Bed Name,Location,Survey Date,Acres,Miles,County,Start time (PDT),End time (PDT),CORRECTED DEPTH: Edge closest to shore (m MLLW),CORRECTED DEPTH: Edge farthest from shore (m MLLW),Total Bulbs/Meter-Squared,Water Temp (C ),Weather,Tide Ht Start (ft),Tide Station,Observations,Additional Observations,Photo towards beach,Photo towards water,Photo beach on left,Photo beach on right,SurveyID,Tidal Ht (m)
Geocortex.Gis.Geometries.Polygon,Ebey's Landing,Ebey's Landing,"July 25, 2017",20.1602714267882,0.954169498458123,Island,01:30 PM,04:10 PM,1.75375,6.32875,,12,,-0.25,Admiralty Head 9447905,"2 great blue heron on kelp, one bald eagle, many schools of small (less than 5cm) shiner perch, few aurelia like jellies, 2 cormorant on kelp, 3 shore casting fisherman near west end of kelp bed",,0,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-6nFQ659/0/ca540fb0/X5/Ebey_25July2017_ToWa-X5.jpg
",0,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-qX9pDMQ/0/37ae9f0f/X5/Ebey_25July2017_BeR-X5.jpg
",Ebeys_Landing_25July17,
Geocortex.Gis.Geometries.Polygon,Ebey's Landing,Ebey's Landing,"June 26, 2017",14.0465603107595,0.898676493886288,Island,09:30 AM,12:05 PM,-0.1525,5.3375,,11,,0.5,Admiralty Head 9447905,"Two common loons, one bald eagle, one great blue heron, one large school of forage fish in bed.",Photos are infrared,1,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-MR5S74t/0/48bf3776/Th/Ebey_27June2017_ToWa-Th.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-fstf9gk/0/dee4dfcf/Th/Ebey_27June2017_BeL-Th.jpg
",0,Ebeys_Landing_26June17,
Geocortex.Gis.Geometries.Polygon,Edmonds 1 Unit5,Edmonds Dive Park,"Aug 8, 2017",0.228397533932291,0.0737754992405176,Snohomish,11:52 AM,12:29 PM,2.745,4.27,,17,Clear,-1,Seattle,"Healthy, but less dense than two years ago. Similar density to last year. Weak current to the north",took extra pictures,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-SR4GLxw/0/dc3f670e/X5/Edmonds1_8August2018_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-4hPBkJX/0/8c3fe5f3/X5/Edmonds1_8August2018_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-5DFKFnn/0/4337e9f4/X5/Edmonds1_8August2018_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-cfJFRC3/0/df9d063e/X5/Edmonds1_8August2018_BeR-X5.jpg
",Edmonds_1_Unit5_08Aug17,
Geocortex.Gis.Geometries.Polygon,Edmonds 1 Unit6,Edmonds Dive Park,"Aug 8, 2017",0.195833791363197,0.0744089846587993,Snohomish,,,,,,,,,,no datasheet,,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-SR4GLxw/0/dc3f670e/X5/Edmonds1_8August2018_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-4hPBkJX/0/8c3fe5f3/X5/Edmonds1_8August2018_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-5DFKFnn/0/4337e9f4/X5/Edmonds1_8August2018_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-cfJFRC3/0/df9d063e/X5/Edmonds1_8August2018_BeR-X5.jpg
",Edmonds_1_Unit6_08Aug17,
Geocortex.Gis.Geometries.Polygon,Edmonds 2 Unit5,Edmonds North,"Aug 8, 2017",6.58480030445489,1.05623446657457,Snohomish,11:28 AM,11:51 AM,0.61,1.3725,,17,Clear,-0.5,Seattle,"healthy bed, about 600-700 bulbs",this bed was called EDM3 last year,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-XmxTQh7/0/da2167f4/X5/Edmonds2_8August2018_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-tNWHxvW/0/95246ffd/X5/Edmonds2_8August2018_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-FhG3z9C/0/dc6b7b2d/X5/Edmonds2_8August2018_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-NxTBnZs/0/02dc73e6/X5/Edmonds2_8August2018_BeR-X5.jpg
",Edmonds_2_Unit5_08Aug17,
Geocortex.Gis.Geometries.Polygon,Edmonds 2 Unit6,Edmonds North,"Aug 8, 2017",6.19390701967092,0.887581066823754,Snohomish,,,,,,,,,,no datasheet,,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-XmxTQh7/0/da2167f4/X5/Edmonds2_8August2018_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-tNWHxvW/0/95246ffd/X5/Edmonds2_8August2018_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-FhG3z9C/0/dc6b7b2d/X5/Edmonds2_8August2018_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-NxTBnZs/0/02dc73e6/X5/Edmonds2_8August2018_BeR-X5.jpg
",Edmonds_2_Unit6_08Aug17,
Geocortex.Gis.Geometries.Polygon,Edmonds 3 Unit5,Edmonds North,"Aug 8, 2017",1.05929507992071,0.432827722669513,Snohomish,11:01 AM,11:19 AM,2.44,3.355,,16,Clear,0,Seattle,"Very healthy, more than 50 bulbs. Not measured before. Might have been in dive park in prior years and either moved or dive park buoys moved",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-9Gdwhb2/0/22625191/X5/Edmonds3_8August2018_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-T3Xf5LN/0/3df480dd/X5/Edmonds3_8August2018_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-H6hHCPm/0/cbd98bd5/X5/Edmonds3_8August2018_BeR-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-x9qBpdc/0/9a8cc28b/X5/Edmonds3_8August2018_BeL-X5.jpg
",Edmonds_3_Unit5_08Aug17,
Geocortex.Gis.Geometries.Polygon,Edmonds 3 Unit6,Edmonds North,"Aug 8, 2017",1.02096760293704,0.399656191845359,Snohomish,,,,,,,,,,no datasheet,,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-9Gdwhb2/0/22625191/X5/Edmonds3_8August2018_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-T3Xf5LN/0/3df480dd/X5/Edmonds3_8August2018_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-H6hHCPm/0/cbd98bd5/X5/Edmonds3_8August2018_BeR-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-x9qBpdc/0/9a8cc28b/X5/Edmonds3_8August2018_BeL-X5.jpg
",Edmonds_3_Unit6_08Aug17,
Geocortex.Gis.Geometries.Polygon,Fawn Island,Fawn Island,"Aug 18, 2017",0.33860468676082,0.252301619074556,San Juan,08:16 AM,,0.57035,6.36535,,0,Clouds,-0.87,Orcas/Navionics,"ulva, rockweed cover intertidal at #132 middle of 20ft area w/no kelp. Numerous orange sea cucumbers, epiphytes, whites spots on kelp, shredded ends, overall looks healthy, no sign of human effects",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-96HndDQ/0/b70558b9/X3/FawnIsland_18August2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-rvmBsjz/0/f4789dca/X3/FawnIsland_18August2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-fDVDnRJ/0/102a9a03/X3/FawnIsland_18August2017_BeR-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-rGXZB8k/0/06f237f3/X3/FawnIsland_18August2017_BeL-X3.jpg
",Fawn_Island_18Aug17,
Geocortex.Gis.Geometries.Polygon,Fawn Island,Fawn Island,"July 21, 2017",0.314227096946475,0.245335428497808,San Juan,08:28 AM,08:57 AM,0.52155,6.46905,,12,Clear,-1.21,Shaw Island,"four power boats went by. Kelp runs right along shoreline and underwater. Northern kelp crab, 5 pistaster sea stars, numerous orange sea cucumbers, rockweed along shore, ulva and sargassum plus other large bladed kelps underwater, a few kelp with epiphytes, white sponge on kelp, half have well worn ends",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ZPgr4fT/0/9b3eba33/M/FawnIsland_21July2017_ToBe-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-VSXtbJv/0/8fcb3bda/M/FawnIsland_21July2017_ToWa-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ddSJpd7/0/f665ad81/M/FawnIsland_21July2017_BeL-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-3pfhV6c/0/04573728/M/FawnIsland_21July2017_BeR-M.jpg
",Fawn_Island_21July17,
Geocortex.Gis.Geometries.Polygon,Fawn Island,Fawn Island,"Sept 17, 2017",0.413898307933094,0.225455209531633,San Juan,08:30 AM,08:45 AM,0.8235,5.856,,12,Clouds,0.1,Orcas,"GPS 151-152 no kelp between. Usually a continuous bed. Kelp looks healthy, has epiphytes. Intertidal rockweed, ulva, barnacles, understory several large blade kelps, also no kelp under dock ramp",1 red rock crab,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-pQRnMJ8/0/5a31388d/X3/fawnisland_17Sept2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-gC7JkHW/0/2aa2e259/X3/fawnisland_17Sept2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-s7rvbNh/0/f9b933e8/X3/fawnisland_17Sept2017_BeL-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-jpFpbS6/0/2e835025/X3/fawnisland_17Sept2017_BeR-X3.jpg
",Fawn_Island_17Sept17,
Geocortex.Gis.Geometries.Polygon,Freshwater Bay 2,Observatory Point,"Sept 17, 2017",0.929516616485202,0.269460836187899,Clallam,07:00 AM,07:40 AM,2.44,3.8125,,10,Clouds,0,Port Angeles,"No macrocystis, fronds deteriorating, over 750 individual bulbs counted. Fairly small bed located close to shore.",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-Z42jZPC/0/b408b408/X3/Freshwater_17Sept2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-Qz4j3hV/0/9cf575d1/X3/Freshwater_17Sept2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-Ftxn7g3/0/94eceaeb/X3/Freshwater_17Sept2017_BeL-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-PPPfDSp/0/6cdc1ebe/X3/Freshwater_17Sept2017_BeR-X3.jpg
",Freshwater_Bay_17Sept17,
Geocortex.Gis.Geometries.Polygon,Freshwater Bay 1,Freshwater Bay,"Aug 20, 2017",166.144740424153,5.51710077562173,Clallam,08:38 AM,10:49 AM,0.7625,6.8625,,0,Clouds,1.5,Pillar Point/NOAA,"Very large bed. Density range from sparse to thick. Animals: whale, seals, otters, heron, marine birds. Random macrocystis w large patch near shore in center of survey area.","Bull kelp most prevalent w large quantity of macrocystis and packets of eelgrass, feather boa, surf grass,","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-CNPmCrp/0/90cf79a3/X3/Freshwater_20August2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-FtmTdKk/0/4cb085b0/X3/Freshwater_20August2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-6F5BzH4/0/0e9d2db3/X3/Freshwater_20August2017_BeL-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-fm5LLbk/0/95e1a3b1/X3/Freshwater_20August2017_BeR-X3.jpg
",Freshwater_Bay_20Aug17,
Geocortex.Gis.Geometries.Polygon,Hat Island,Hat Island,"Aug 24, 2017",27.0429216435253,1.45142725943635,Snohomish,12:31 PM,,2.5315,5.49,,15,Clouds,2,Everett,"Irregularly shaped, large overall area with low density. Somewhat dense in center. Fish observed jumping/feeding, birds swimming, seals lounging on nearby rocks. Overall, they seem healthy with a decent amount of understory kelp",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-GHKJ5gM/0/749c40b2/X3/HatIsland_24August2017_ToBe-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-CHKgVGp/0/ffb10230/X3/HatIsland_24August2017_ToWa-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-dFLcbpK/0/dbaf39ad/X3/HatIsland_24August2017_BeL-X3.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-vRVVCz7/0/1e5a0b13/X3/HatIsland_24August2017_BeR-X3.jpg
",Hat_Island_24Aug17,
Geocortex.Gis.Geometries.Polygon,Hoypus Point,"Hoypus Point,","July 25, 2017",3.60620646207308,0.516065327311333,Island,,12:05 PM,0,3.355,,10,Clear,0,"Yokeko Point, WA 9448601","Health/morphology: Bull kelp appears healthy, bulbs and some stipes are at the surface. Ebb stage indicated at beginning of track-orientation of blades were unfolded toward the northwest; after slack blades folded to SE. Density/orientation: Kelp field is obviously more vast than it was one month ago. Only a few plants were outside the track perimeter at north and south end. There is a group of plants outside the track at north end. Water: A lot of large swells and breaking waves from boating activity which delayed start time. Human: boating and crabbing.",Warnings: Kayaking around Yokoko Point was very difficult possibly due to wind since current was only expected to be 1 k. I had to go to shore and find another was to get my kayak back to the parking lot. I contacted a ranger who let me drive my car more than a mile on a private park backroad. Though launching from Ala spit has its own problems I will probaly try that next time to paddle with the current. Launched from Cornet Bay 10:30am. There are 4 points to kaya around before arriving at kelp field. The last point is a large shoal. Stay out in deeper water. There are two small kelp fields along the way. There are larger this year than last year.,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-C2Tz57Q/0/b9aef3ff/X5/Hoypus_25July2017_ToBe-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-P655xm5/0/f14af2ff/X5/Hoypus_25July2017_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-gXjG3XJ/0/7587f437/X5/Hoypus_25July2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-JG22vGb/0/09ad4904/X5/Hoypus_25July2017_BeR-X5.jpg
",Hoypus_Point_25July17,
Geocortex.Gis.Geometries.Polygon,Hoypus Point,"Hoypus Point,","June 25, 2017",1.09793251119755,0.386308507688091,Island,,11:28 AM,0.4575,4.4225,,9,Clear,-1.5,"Yokeko Point, WA 9448601","Kelp field is long and very wide and amoeba-like with high density zones radiating or arranged throughout. Health/morphology: appears healthy. Bulbs and stipes above and below surface. Mostly blades are below surface. At several points kelp was at the waterline. I was able to paddle within 6 inches of waterline to sufficiently track the inner border but had troubles with a few boulders under kayak. Density/orientation: There are some kelp even further out than my recorded furthest point, but they are not in the core field. A few kelp were also outside field at north, south, and east of my track perimeter. Water: very calm in Cornet Bay; clask expected at 10:58 am. Kelp blades indicated that flood stage occurred right at end of tracking at 11:15am. Human: A lot of boating activity creating waves to contend with. Crabbing, fishing, and sening operation within 1/4 mile of kelp field. Intertidal/subtidal: Some other kelp species present. People on shore digging up something.",Laurench from Cornet Bay boat launch and it took about 1 hr to paddle to Hoypus and evaluate conditions and determine where to start track. Victoria Clipper passed by at 10:45 am. Do not start track until wake is gone.,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-tcK5V9m/0/89142471/L/Hoypus_25June2017_ToBe-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-8R6zGh4/0/b97da338/L/Hoypus_25June2017_ToWa-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ccw7S7Z/0/998e4659/L/Hoypus_25June2017_BeL-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-gB6z7SR/0/b2ab542b/L/Hoypus_25June2017_BeR-L.jpg
",Hoypus_Point_25June17,
Geocortex.Gis.Geometries.Polygon,Lummi SW2,Lummi SW,"Aug 5, 2017",2.56307011725072,1.04860839485786,Whatcom,10:20 AM,11:09 AM,0.732,5.8255,,,Fog/mist,-0.8,"Village Point, Lummi Island","Dense areas with sparse areas in between. Lots of jellyfish. Very smokey from BC wildfires. Kelp bed close to shore but went as close to shore as possible without hitting rocks. White bumps on some, tiny holes on some fronds. Some crabs in kelp. Momma and seal pup sunning themselves on south tip of island.",No photos. Small swell picked up at end of survey,0,0,0,0,Lummi_Island_SW_05Aug17,
Geocortex.Gis.Geometries.Polygon,Meadowdale 1 Unit 5,Meadowdale,"Aug 7, 2017",0.162315744119988,0.0956700859765358,Snohomish,12:05 PM,12:24 PM,1.0675,2.2875,,16,Clear,-0.5,Seattle,"Bed shrank, but there are outliers at waypoints 019- 4plants, 56- 1 plant, 055-3 plants, 021- 2 plants, 020-1 plant",health or condition of frond varies greatly in short distance,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-TFjns3G/0/58d056fe/X5/MED1_7August2017_ToB-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-Q5Vp3J8/0/0a0135c4/X5/MED1_7August2017_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-369k7Mj/0/aa49d1e8/X5/MED1_7August2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-RgqSmrZ/0/59084447/X5/MED1_7August2017_BeR-X5.jpg
",Meadowdale_1_Unit_5_07Aug17,
Geocortex.Gis.Geometries.Polygon,Meadowdale 1 Unit 6,Meadowdale,"Aug 7, 2017",0.195540734084139,0.0888507584706764,Snohomish,,,,,,,,,,,,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-TFjns3G/0/58d056fe/X5/MED1_7August2017_ToB-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-Q5Vp3J8/0/0a0135c4/X5/MED1_7August2017_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-369k7Mj/0/aa49d1e8/X5/MED1_7August2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-RgqSmrZ/0/59084447/X5/MED1_7August2017_BeR-X5.jpg
",Meadowdale_1_Unit_6_07Aug17,
Geocortex.Gis.Geometries.Polygon,Meadowdale 2 Unit 5,Meadowdale,"Aug 7, 2017",0.0404301004458827,0.0397761286133316,Snohomish,11:37 AM,11:45 AM,2.5925,3.2025,,16,Clear,0.5,Seattle,"Kelp bed much smaller than before. Kelp very healthy, fronts 15-20 feet long",kelp along a straight line,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ZwW59Nj/0/8773a2da/X5/MED2_7August2017_ToB-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-zKcJ7ns/0/eeceea67/X5/MED2_7August2017_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-2XSbRRh/0/f4476dfd/X5/MED2_7August2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-9RJS77m/0/46e19056/X5/MED2_7August2017_BeR-X5.jpg
",Meadowdale_2_Unit_5_07Aug17,
Geocortex.Gis.Geometries.Polygon,Meadowdale 2 Unit 6,Meadowdale,"Aug 7, 2017",0.0272475537377358,0.0386033175216129,Snohomish,,,,,,,,,,,,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-ZwW59Nj/0/8773a2da/X5/MED2_7August2017_ToB-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-zKcJ7ns/0/eeceea67/X5/MED2_7August2017_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-2XSbRRh/0/f4476dfd/X5/MED2_7August2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-9RJS77m/0/46e19056/X5/MED2_7August2017_BeR-X5.jpg
",Meadowdale_2_Unit_6_07Aug17,
Geocortex.Gis.Geometries.Polygon,Meadowdale 3 Unit 5,Meadowdale,"Aug 7, 2017",0.0406834640182634,0.0358899156967488,Snohomish,11:04 AM,11:20 AM,0.7625,1.0675,,16,Clear,-0.5,Seattle,"only 7 bulbs, smaller than prior years",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-fs5MwxV/0/da758229/X5/MED3_7August2017_ToB-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-4b6pQx7/0/898473c7/X5/MED3_7August2017_ToWa-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-QsHqS8n/0/710decb5/X5/MED3_7August2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-b3FjcQ7/0/1341b2fb/X5/MED3_7August2017_BeR-X5.jpg
",Meadowdale_3_Unit_5_07Aug17,
Geocortex.Gis.Geometries.Polygon,Meadowdale 3 Unit 6,Meadowdale,"Aug 7, 2017",0.0223225251498014,0.0286628843203128,Snohomish,,,,,,,,,,,,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-fs5MwxV/0/da758229/X5/MED3_7August2017_ToB-X5.jpg
",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-QsHqS8n/0/710decb5/X5/MED3_7August2017_BeL-X5.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-b3FjcQ7/0/1341b2fb/X5/MED3_7August2017_BeR-X5.jpg
",Meadowdale_3_Unit_6_07Aug17,
Geocortex.Gis.Geometries.Polygon,Mukilteo 5(E) Unit 5,Mukilteo,"Aug 9, 2017",0.170951949512473,0.142354932887163,Snohomish,12:47 PM,12:58 PM,1.22,1.83,,18,Clear,-1,Everett,"about 50-60 bulbs, short fronds, probably remains of MUK5 from last year",lots of floating ulva and eelgrass drifting by,1,1,1,1,Mukilteo_5_Unit_5_09Aug17,
Geocortex.Gis.Geometries.Polygon,Mukilteo 5(E) Unit 6,Mukilteo,"Aug 9, 2017",0.176747795727429,0.127024297676865,Snohomish,,,,,,,,,,,,,,,,Mukilteo_5_Unit_6_09Aug17,
Geocortex.Gis.Geometries.Polygon,North Beach East,North Beach Main,"July 22, 2017",17.1213549034994,0.817783574273101,Jefferson,09:15 AM,10:15 AM,3.51055,7.50605,,11,Clouds,-2.31,Point Hudson,"heron on kelp mat, kelp crabs on kelp on nearshore edge of bed. Al used his gopro to take underwater video but overcast day make it darker below the surface. Jeff and emily on Sup boards. They reported better vis and were able to see the secchi disk on bottom at 22 feet",,"https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-xnv5RN5/0/9b42b5fa/M/NB_22July2017_ToBe-M.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-BsnwGWr/0/4a6de2d8/L/NB_22July2017_ToWa-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-XqcxfRS/0/f6276fde/L/NB_22July2017_BeL-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-MswT8Kn/0/17c101e5/M/NB_22July2017_BeR-M.jpg
",North_Beach_East_22July17,
Geocortex.Gis.Geometries.Polygon,North Beach East,North Beach Main,"June 24, 2017",10.8657108489486,0.71203603186365,Jefferson,09:51 AM,10:45 AM,2.013,6.588,,10,Clear,-2.6,Point Hudson,"We saw kelp at different stages of maturity; some small bulbs still well below the water surface, but others large and already with mature with sori on their blades. Bull kelp was also seen growing close to shore in rocky areas alongside Pterygophora and Laminaria species.  Kelp crabs clinging to kelp in shallow water.  Offshore, otters surfacing with what appeared to be shiner perch in their mouths.","After starting our GPS track at 9:51 we stopped initially at the edge farthest from shore and took a surface temperature measurement. But we found the outflowing current was so strong we had trouble getting an accurate depth. After doing the bed perimeter, we went back to the edge farthest from shore, arriving there at slack water and we repeated all the measurements. All the measurements shown for that location in the above chart were taken at 10:40am","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-PvH6Z5d/0/e131d842/L/NB_24jun2017_ToBe-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-9G6zsCT/0/1841c527/L/NB_24jun2017_ToWa-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-xc3cMh2/0/17b9838e/L/NB_24jun2017_BeL-L.jpg
","https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2017/i-kHxBZzJ/0/660a4d36/L/NB_24jun2017_BeR-L.jpg
",North_Beach_East_24June17,
