geometry,Bed Name,Location,Survey Date,Acres,Miles,County,Time (GMT),Start time (PDT),End time (PDT),CORRECTED DEPTH: Edge closest to shore (m MLLW) 1,CORRECTED DEPTH: Edge farthest from shore (m MLLW) 1,Water Temp (C ) Shore Edge 1,Water Temp (C ) Water Edge 1,CORRECTED DEPTH: Edge closest to shore (m MLLW) 2,CORRECTED DEPTH: Edge farthest from shore (m MLLW) 2,Water Temp (C ) Shore Edge 2,Water Temp (C ) Water Edge 2,Weather,Tide Station,MLLW Tidal_Ht (m),Tidal_Ht (m),Observations,Additional Observations,Notes,Photo towards beach,Photo towards water,Photo beach on left,Photo beach on right,survno,Surveyor,SurveyID
Geocortex.Gis.Geometries.Polygon,Shannon Pt East,Shannon Point East,"June 3, 2022",3.25937108000065,0.418679672566852,Skagit,,02:15,02:53,1.7886,4.989,9.4444444444,9.4444444444,,,,,heavy_rain,Ship Harbor (9448772),-0.22308,-0.33528,"Density appears lower than later in season but it is still a well defined bed save for NW and SE tips.  Further from shore than in previous years, perhaps because a lot of sarcasm hugs shorelines.  Absolutely awful conditions for making detailed observations (see pictures).  Some kelp crabs noted on blades near surface.  No megafauna, no birds.","Two tracks taken independently to check precision and reliability.  About an 11% difference between two surveyors, not bad considering how abhorrent the conditions were.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-RnRhNhf/0/76ecdae3/XL/skagit_shannon_pt_east_2022_06_03_2_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-xzWQDCD/0/88345723/XL/skagit_shannon_pt_east_2022_06_03_2_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-9QbWJQS/0/c076a919/XL/skagit_shannon_pt_east_2022_06_03_2_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-xtFzRxh/0/e5c5d289/XL/skagit_shannon_pt_east_2022_06_03_2_BeR-XL.jpg,,Brad Smith,skagit_shannon_pt_east_2022_06_03_2
Geocortex.Gis.Geometries.Polygon,Shannon Pt East,Shannon Point East,"July 1, 2022",5.37487401466989,0.529679319322573,Skagit,,02:04,02:25,1.47156,5.89116,10.555555556,11.111111111,,,,,clear,Ship Harbor (9448772),-0.1134,-0.21336,"Bed is much larger than last month, with continuous sarcasm along shore.  Dense in NW end near the nav marker, less dense to SE and along seaward edge.  Blades look healthy, no epiphytes or crabs noted.  Active harbor seal helped surveyors for quite a while, no other fauna or humans noted.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-C3PgCk2/0/117ae558/XL/skagit_shannon_pt_east_2022_07_01_5_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-ggKzkWL/0/b3b4474d/XL/skagit_shannon_pt_east_2022_07_01_5_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-KvGFh9d/0/1d5bdf4d/XL/skagit_shannon_pt_east_2022_07_01_5_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Dfj92Gs/0/cb359da4/XL/skagit_shannon_pt_east_2022_07_01_5_BeR-XL.jpg,,Brad Smith,skagit_shannon_pt_east_2022_07_01_5
Geocortex.Gis.Geometries.Polygon,Shannon Pt East,Shannon Point East,"Aug 12, 2022",5.19665210487337,0.402768681216689,Skagit,,12:18,12:45,1.26894,4.46934,14.444444444,11.666666667,,,,,clear,Ship Harbor (9448772),-0.1941,-0.70104,"Bed continues to expand and is denser than last survey. Dense Sargassum at eastward shoreline and what we believe is abundant Saccharina Latissima laden with epiphytes under the surface. Bull kelp appears very healthy with long blades. One osprey, a small crab and a seal were observed.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-RLM6mCw/0/ab3b0443/XL/skagit_shannon_pt_east_2022_08_12_15_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-fwZfBsD/0/3c803e56/XL/skagit_shannon_pt_east_2022_08_12_15_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-shdLfS8/0/4d84dcc5/XL/skagit_shannon_pt_east_2022_08_12_15_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-2pzCh9p/0/0ac956ee/XL/skagit_shannon_pt_east_2022_08_12_15_BeR-XL.jpg,,Lynne Wenberg-Davidson,skagit_shannon_pt_east_2022_08_12_15
Geocortex.Gis.Geometries.Polygon,Shannon Pt West,Shannon Point West,"July 1, 2022",1.64735585405309,0.242811525805353,Skagit,,02:35,02:55,0.975,5.6994,12.222222222,11.111111111,,,,,clear,Ship Harbor (9448772),-0.0918,0,"Low density but continuous bed SW of the Nav Marker.  NE edge is rather diffuse.  Through whole bed, small, narrow blades with no crabs or epiphytes noted.  Along shore to SW of bed many widely space individual kelp observed, but no clusters - these may form into clusters or beds later in the season, perhaps.  No large fauna or human impacts observed.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-WxTWgK9/0/72d7a9bd/XL/skagit_shannon_pt_west_2022_07_01_6_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-zGrGXQt/0/cc113c7d/XL/skagit_shannon_pt_west_2022_07_01_6_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-VHXKLt5/0/05872e43/XL/skagit_shannon_pt_west_2022_07_01_6_BeL-XL.jpg,,,Brad Smith,skagit_shannon_pt_west_2022_07_01_6
Geocortex.Gis.Geometries.Polygon,Shannon Pt West,Shannon Point West,"Aug 12, 2022",3.26724559809909,0.304310634943563,Skagit,,12:50,01:15,0.60468,6.24348,12.777777778,11.111111111,,,,,clear,Ship Harbor (9448772),-0.1878,-0.48768,"Low density but continuous kelp bed, slightly larger than last survey. Blades were long and healthy.  No crabs or epiphytes observed. SW edge widely spaced but no clusters. No fauna or human impacts.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-BgSnfSq/0/5aaa5a67/XL/skagit_shannon_pt_west_2022_08_12_13_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-RfGxjXC/0/b2dfa5bb/XL/skagit_shannon_pt_west_2022_08_12_13_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-L9L5bSV/0/b2868276/XL/skagit_shannon_pt_west_2022_08_12_13_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-xk9JznT/0/0d09a41d/XL/skagit_shannon_pt_west_2022_08_12_13_BeR-XL.jpg,,Lynne Wenberg-Davidson,skagit_shannon_pt_west_2022_08_12_13
Geocortex.Gis.Geometries.Polygon,Edmonds 1,Edmonds Dive Park,"July 13, 2022",0.711470133148352,0.16490137035764,Snohomish,,11:10,11:22,2.84637,3.27309,15.5,15.5,,,,,clear,Edmonds (9447427),0.52989,-0.6096,Kelps are healthy but lower density than in previous years. Fronds were 8-12' long.,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-CPKt2rT/0/8cf8fa6c/XL/snohomish_edmonds_1_2022_07_13_39_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-pMGMrsX/0/b39ba5cd/XL/snohomish_edmonds_1_2022_07_13_39_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Gn5wGZT/0/d4c8ff8e/XL/snohomish_edmonds_1_2022_07_13_39_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-sdMhqTT/0/6bb2a641/XL/snohomish_edmonds_1_2022_07_13_39_BeR-XL.jpg,,Elisa Dawson,snohomish_edmonds_1_2022_07_13_39
Geocortex.Gis.Geometries.Polygon,Edmonds 1,Edmonds Dive Park,"Aug 25, 2022",0.485141305966024,0.156293564130319,Snohomish,,10:35,10:47,2.55621,3.47061,15.5,15.5,,,,,clear,Edmonds (9447427),-0.03459,-0.1524,"Fronds 0-12, plant density is more sparse than in previous years. Sporadic grazing and predation.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-s4nqPc7/0/48a6db34/XL/snohomish_edmonds_1_2022_08_25_42_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-HRqts8L/0/c114c1b2/XL/snohomish_edmonds_1_2022_08_25_42_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-bq8Ntrv/0/2f8ed082/XL/snohomish_edmonds_1_2022_08_25_42_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Dzgvjzp/0/cd5eeeea/XL/snohomish_edmonds_1_2022_08_25_42_BeR-XL.jpg,,Elisa Dawson,snohomish_edmonds_1_2022_08_25_42
Geocortex.Gis.Geometries.Polygon,Edmonds 2,Edmonds North,"July 13, 2022",10.853451053353,0.990960785560777,Snohomish,,10:17,10:59,2.53182,3.69006,14,14,,,,,clear,Edmonds (9447427),0.24582,-0.762,"Very healthy plants and fronds 8-12'. Bulb were 2-3.5"" diameter. Also many small immature plants still submerged that were 1-2"" bulbs in diameter.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-wSZm5Nt/0/9243fd05/XL/snohomish_edmonds_2_2022_07_13_38_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-ZHhxBgc/0/188fadef/XL/snohomish_edmonds_2_2022_07_13_38_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-DgLm6Mp/0/b5ccf0ae/XL/snohomish_edmonds_2_2022_07_13_38_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-5FDKdJJ/0/27b05525/XL/snohomish_edmonds_2_2022_07_13_38_BeR-XL.jpg,,Elisa Dawson,snohomish_edmonds_2_2022_07_13_38
Geocortex.Gis.Geometries.Polygon,Edmonds 2,Edmonds North,"Aug 25, 2022",10.4898208214661,0.96202792961357,Snohomish,,09:57,10:29,2.7828,4.3068,14.5,14.5,,,,,clear,Edmonds (9447427),0.0396,0,"Fronds 6-12', very healthy in appearance. Bulbs 2-3+"" in diameter. Minor grazing/predation",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-28Z3WRG/0/717a382b/XL/snohomish_edmonds_2_2022_08_25_41_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-hZRFNpT/0/224afb91/XL/snohomish_edmonds_2_2022_08_25_41_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-mzb4V8B/0/2b3cbb22/XL/snohomish_edmonds_2_2022_08_25_41_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-mxKqpqc/0/376b700e/XL/snohomish_edmonds_2_2022_08_25_41_BeR-XL.jpg,,Elisa Dawson,snohomish_edmonds_2_2022_08_25_41
Geocortex.Gis.Geometries.Polygon,Edmonds 3,Edmonds North,"July 13, 2022",0.564375000728366,0.203220831239495,Snohomish,,09:42,10:13,0.82065,1.43025,14,14,,,,,clear,Edmonds (9447427),-0.09375,-0.762,Very abundant sargassum and sugar kelp. Moderately abundant eelgrass,12 isolated kelp plants outside of bed marked as point 120 on GPS 56,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-7hxHNbF/0/473254ce/XL/snohomish_edmonds_3_2022_07_13_37_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-rdDGzr9/0/b12a7b4a/XL/snohomish_edmonds_3_2022_07_13_37_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-BjB33cr/0/99a7135c/XL/snohomish_edmonds_3_2022_07_13_37_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-g2j4q7R/0/c32dedc3/XL/snohomish_edmonds_3_2022_07_13_37_BeR-XL.jpg,,Elisa Dawson,snohomish_edmonds_3_2022_07_13_37
Geocortex.Gis.Geometries.Polygon,Edmonds 3,Edmonds North,"Aug 25, 2022",0.46208119114393,0.161453624403203,Snohomish,,09:37,09:53,1.02126,1.47846,14.5,14.5,,,,,clear,Edmonds (9447427),-0.04554,0,,"Abundant eelgrass. Fronds 0-3' in length, much grazing by kelp crabs? bulbs 2-2.5"" in diameter. Bed appears to be in decline for the season.",,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-SMMwWZM/0/374b7ace/XL/snohomish_edmonds_3_2022_08_25_40_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Bw4CNvR/0/b254a8cb/XL/snohomish_edmonds_3_2022_08_25_40_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-gzzD8BN/0/2f63eeef/XL/snohomish_edmonds_3_2022_08_25_40_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-gzzD8BN/0/2f63eeef/XL/snohomish_edmonds_3_2022_08_25_40_BeL-XL.jpg,,Elisa Dawson,snohomish_edmonds_3_2022_08_25_40
Geocortex.Gis.Geometries.Polygon,Hat Island,Hat Island,"Aug 11, 2022",14.1951510999072,0.992590446851205,Snohomish,,10:00,10:45,2.43807,3.87063,18,18,,,,,clear,Glendale (9447814),0.06063,-0.6096,"kelp seem small and white-ish. Very thin @ perimeter of bed, dense in the middle. Good visibility today, but kelp seems small and still underwater even at a good -2 low. Perhaps a delay of the growing season due to wet spring?",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-KKw5x3J/0/d4396504/XL/snohomish_hat_island_2022_08_11_35_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-jS53S7z/0/247d4d55/XL/snohomish_hat_island_2022_08_11_35_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-h8p9qmF/0/15927c3f/XL/snohomish_hat_island_2022_08_11_35_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-wCCmvCf/0/55fa2b7b/XL/snohomish_hat_island_2022_08_11_35_BeR-XL.jpg,,Elisa Dawson,snohomish_hat_island_2022_08_11_35
Geocortex.Gis.Geometries.Polygon,Hat Island,Hat Island,"Aug 11, 2022",3.68299786275329,0.33874263546721,Snohomish,,10:45,11:00,,,,,,,,,clear,Glendale (9447814),0.27447,-0.6096,"New kelp bed discovered west of larger kelp bed, in an area we had not surveyed in the past. We were not able to get photos or a data sheet due to time, but wanted to share the GPS data and hope to go back again next year.",,,,,,,,Elisa Dawson,snohomish_hat_island_2022_08_11_36
Geocortex.Gis.Geometries.Polygon,Aiston Preserve,Aiston Preserve,"July 31, 2022",0.296169714964974,0.187309066872581,Whatcom,,11:10,11:37,0.73308,3.56772,20,20,0.94644,3.35436,20,20,,Gooseberry Point (9449184),-0.24228,0.3048,Kelp seemed denser than previous years; blades seemed shorter and tattered at ends; more wave action than previous years; first time surveying since over water structure removal; healthy looking kelp and decent amount around Abnor Point,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-qKCG96t/0/5931a507/XL/whatcom_aiston_preserv_2022_07_31_29_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-ZKg2VJc/0/e809fb4b/XL/whatcom_aiston_preserv_2022_07_31_29_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-RmvNCkZ/0/711e3c02/XL/whatcom_aiston_preserv_2022_07_31_29_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-HZvSxzS/0/8aa72ece/XL/whatcom_aiston_preserv_2022_07_31_29_BeR-XL.jpg,,Eleanor Hines,whatcom_aiston_preserv_2022_07_31_29
Geocortex.Gis.Geometries.Polygon,Cherry Point-Gulf Rd,Cherry Point,"Aug 11, 2022",34.6996294404073,2.46815495342093,Whatcom,,09:10,11:15,0.5092,3.49624,14.444444444,12.777777778,0.44824,3.49624,14.444444444,12.777777778,clouds,Cherry Point (9449424),-0.03944,-0.09144,DNR accompanied for Puget Sound Vital Sign and did a drone survey while volunteers surveyed by kayak.  DNR suggest we survey with both GPS units and average data.  They would also like GPS points on furthest north/south pts surveyed.  GPS (yellow) 103 northernmost point surveyed and kelp cont'd north.,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-w53wdWS/0/1e566ef3/XL/whatcom_cherry_pt_gulf_2022_08_11_32_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-tJMpKTZ/0/d9c31e5a/XL/whatcom_cherry_pt_gulf_2022_08_11_32_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Bf6WXhm/0/368ce81a/XL/whatcom_cherry_pt_gulf_2022_08_11_32_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-SXkVGsh/0/af1dbad4/XL/whatcom_cherry_pt_gulf_2022_08_11_32_BeR-XL.jpg,,Eleanor Hines,whatcom_cherry_pt_gulf_2022_08_11_32
Geocortex.Gis.Geometries.Polygon,Cherry Point-Gulf Rd,Cherry Point,"Sept 10, 2022",27.3144422428232,2.58098985209821,Whatcom,,05:45,12:11,-1.62068,1.33588,12.222222222,12.222222222,-1.62068,1.33588,12.222222222,12.222222222,clouds,Cherry Point (9449424),-2.3522,0.3048,"point 118 is turnaround point @ 10:51 am
saw dead cormorant (floating in kelp bed)
new off shore area of kelp near conveyor (north side)
depth at end of track was 17.7ft",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-jTFfRG8/0/5d2762ae/XL/whatcom_cherry_pt_gulf_2022_09_10_31_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-4TdVSFg/0/12541fc2/XL/whatcom_cherry_pt_gulf_2022_09_10_31_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-j4mN5dJ/0/e366c947/XL/whatcom_cherry_pt_gulf_2022_09_10_31_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-hvwHnnw/0/f61afd6c/XL/whatcom_cherry_pt_gulf_2022_09_10_31_BeR-XL.jpg,,Eleanor Hines,whatcom_cherry_pt_gulf_2022_09_10_31
Geocortex.Gis.Geometries.Polygon,Lummi,Lummi SW,"Aug 13, 2022",2.66062737425397,1.34130175499894,Whatcom,,10:13,11:00,0.4563,6.79614,12.777777778,12.222222222,0.42582,6.64374,12.777777778,12.222222222,clouds,Gooseberry Point (9449184),-0.165492,0.201168,"Water turbid, GPS pts- 110 furthest north point, surveyed to end of kelp on north end; 114 southernmost observed continuous kelp, some sparse to south",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Rd7bkbb/0/b3f0bffa/XL/whatcom_lummi_2022_08_13_30_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-637tWqR/0/e767a032/XL/whatcom_lummi_2022_08_13_30_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-zzJ39dz/0/d056fd5e/XL/whatcom_lummi_2022_08_13_30_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-cxLf7fD/0/8ec9c285/XL/whatcom_lummi_2022_08_13_30_BeR-XL.jpg,,Eleanor Hines,whatcom_lummi_2022_08_13_30
Geocortex.Gis.Geometries.Polygon,Freshwater Bay 2,Observatory Point Extension,"July 31, 2022",0.921295981797794,0.266676802761014,Clallam,,12:13,12:40,4.628,8.2856,16.666666667,15,,,,,clear,Port Angeles (9444090),0.29984,0.24384,"The kelp bed wraps around outside of Bachelor Rock, as well as being connected through the gap between Bachelor Rock & the shoreline. The normally surveyed kelp bed site (South of the Rock) is exclusively Nereocystis. Inside the Bay Northeast of the Rock, includes a mix of Macrocystis & Nereocystis. Kelp are sun bleached. There are a lot of purple urchins on Bachelor Rock, as well as red and purple ochre stars, kelp crabs, forage fish, pigeon guillemots, and epiphytic algae and bryozoan colonies.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-9MHsFVP/0/68cc64ea/XL/clallam_freshwater_bay_2_2022_07_31_26_ToBe-XL.jpg,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Lb2HjMn/0/022f3cf6/XL/clallam_freshwater_bay_2_2022_07_31_26_BeR-XL.jpg,,Alan Clark,clallam_freshwater_bay_2_2022_07_31_26
Geocortex.Gis.Geometries.Polygon,Freshwater Bay 2,Observatory Point,"July 31, 2022",0.776169306442495,0.376892589476997,Clallam,,12:13,12:40,4.628,8.2856,16.666666667,15,,,,,clear,Port Angeles (9444090),0.29984,0.24384,"The kelp bed wraps around outside of Bachelor Rock, as well as being connected through the gap between Bachelor Rock & the shoreline. The normally surveyed kelp bed site (South of the Rock) is exclusively Nereocystis. Inside the Bay Northeast of the Rock, includes a mix of Macrocystis & Nereocystis. Kelp are sun bleached. There are a lot of purple urchins on Bachelor Rock, as well as red and purple ochre stars, kelp crabs, forage fish, pigeon guillemots, and epiphytic algae and bryozoan colonies.",,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-9MHsFVP/0/68cc64ea/XL/clallam_freshwater_bay_2_2022_07_31_26_ToBe-XL.jpg,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2022/i-Lb2HjMn/0/022f3cf6/XL/clallam_freshwater_bay_2_2022_07_31_26_BeR-XL.jpg,,Alan Clark,clallam_freshwater_bay_2_2022_07_31_26
