geometry,Bed Name,Survey Date,Acres,Miles,County,Location,Start time (PDT),End time (PDT),Weather,Tide Station,Observations,Additional Observations,Photo towards beach,Notes,MLLW Tidal_Ht (m),CORRECTED DEPTH: Edge closest to shore (m MLLW) 1,CORRECTED DEPTH: Edge closest to shore (m MLLW) 1,CORRECTED DEPTH: Edge farthest from shore (m MLLW) 1,CORRECTED DEPTH: Edge closest to shore (m MLLW) 2,Water Temp (C ) Shore Edge 1,Water Temp (C ) Water Edge 1,Water Temp (C ) Shore Edge 2,Water Temp (C ) Water Edge 2,MLLW Tidal_Ht (m),Survey Conditions,Current (knots),Current Station,Averaged Temp (C) Shore Edge,Averaged Temp (C) Water Edge,Averaged Depth (m) Shore Edge,Averaged Depth (m) Water Edge
Geocortex.Gis.Geometries.Polygon,Shannon Point East,"Sept 1, 2023",0.229117930669592,0.118612401782216,Skagit,Shannon Point East,12:50 PM,01:10 PM,clear,Ship Harbor (9448772),"SP East 1st Bed:  Healthy kelp bulbs and long blades, more than 20 bulbs present and sparsely spaced but within protocols.  As mentioned, this new kelp bed has not been previously observed this year or in previous years to the team leader's knowledge. 2nd Bed: Healthy kelp bulbs and long blades clustered around large rock, however, there were many less bulbs than observed last month.  An osprey with large fish in talons observed atop a nearshore tree. One cormorant observed. Sargassum was observed at nearshore but appeared less dense than in previous surveys this year.",,https://photos.smugmug.com/photos/i-K2PMD55/0/XL/i-K2PMD55-XL.jpg,"Multipart Polygon-Depth, temp, & photo from larger portion",-0.03,3.43,,4.5,,13.3,12.8,,,-0.26,"Shannon Point East 1st Bed:  Calm seas and winds, alot of boat traffic and wakes. Current was manageable.  Some sparse kelp outside of perimeter, but not enough to survey.  This is a NEW kelp bed discovered farther offshore and slightly NW of original SP East Bed. 2nd Bed: Calm seas and winds. Current was manageable. Some sparse kelp clumps outside of perimeter, but not enough to survey.  ",-1.2,Guemes Channel West,13.6,12.8,2.515,3.205
Geocortex.Gis.Geometries.Polygon,Shannon Point West,"July 1, 2023",0.611288811566582,0.140605939531653,Skagit,Shannon Point West,11:15 AM,11:25 AM,clear,Ship Harbor (9448772),"Sparse kelp bulbs but a bed is forming. Dense sargassum at shoreline. Many single kelp bulbs observed outside of track but few extending south of the track, mostly north of track. Observed one cormorant and many small silver fish jumping.",,https://photos.smugmug.com/photos/i-Xtcv8FM/0/XL/i-Xtcv8FM-XL.jpg,,-0.3,1.26,1.26,3.09,2.78,11.7,12.2,12.8,11.7,-0.27,"Mostly calm waters, some boat waves. Very sparse kelp bed but long healthy blades. Dense sargassum at shoreline. Some individual kelp bulbs outside of track line.",0.1,Guemes Channel West,12.25,11.95,1.26,2.935
Geocortex.Gis.Geometries.Polygon,Shannon Point West,"Sept 1, 2023",4.72068680397429,0.631277842098483,Skagit,Shannon Point West,12:00 PM,12:52 PM,clear,Ship Harbor (9448772),"Very healthy and large kelp bed with long blades. Fairly spread out and not dense. Some large sargassum close to shore, but not as abundant as previous survey. 2nd Bed: Very healthy bulbs with long blades, very spread out; not densely formed. Some sargassum at near shore.","A Shannon Point researcher / diver mentioned the kelp off Shannon Point (and general area) was completely different this year, ie, very late season growth and sparse.",https://photos.smugmug.com/photos/i-mTCZrgs/0/XL/i-mTCZrgs-XL.jpg,"Multipart Polygon-Depth, temp, & photo from larger bed",-0.15,2.32,3.79,6.74,6.74,13.3,13.9,12.8,13.3,-0.12,"Calm seas and wind, but alot of boat traffic and wakes. New current station used (Green Point) rather than Guemes Channel W - attempting to better match observed conditions as we consistently found a higher current than noted w/Guemes Channel W. Often this bed water underwater before we could survey. We also surveyed the west bed (before east bed) and earlier than 0.0 / slack currrent.  As a result, we found a full kelp bed, plus we discovered an additional adjacent bed (see SPWest NEW).",-1.2,Green Point*,12.925,13.45,3.45,6.55
Geocortex.Gis.Geometries.Polygon,Edmonds 2,"July 17, 2023",5.59404169420893,0.881783287009052,Snohomish,Edmonds North,11:35 AM,12:15 PM,clear,Edmonds (9447427),"seal following along path, long stipes, blades have reproductive patches, some crab",,https://photos.smugmug.com/photos/i-G9xQcrJ/0/XL/i-G9xQcrJ-XL.jpg,Replicate,-0.3,2.36,3.27,3.58,4.19,13.3,13.3,13.3,13.3,0.22,,0,Edmonds,13.3,13.3,2.815,3.885
Geocortex.Gis.Geometries.Polygon,Edmonds 2,"July 17, 2023",7.57814512221439,0.8373958971286,Snohomish,Edmonds North,11:35 AM,12:15 PM,clear,Edmonds (9447427),"seal following along path, long stipes, blades have reproductive patches, some crab",,https://photos.smugmug.com/photos/i-G9xQcrJ/0/XL/i-G9xQcrJ-XL.jpg,,-0.3,2.36,3.27,3.58,4.19,13.3,13.3,13.3,13.3,0.22,,0,Edmonds,13.3,13.3,2.815,3.885
Geocortex.Gis.Geometries.Polygon,Edmonds 2,"Aug 28, 2023",14.0448699025993,0.960903982343806,Snohomish,Edmonds North,09:09 AM,09:47 AM,clouds,Edmonds (9447427),"started just n of yellow buoy. stipes with diatoms, shredded blades, some sign of kelp crab in stipes, but few. macro algae seen on bottom. Blades are longer than a paddle. Good visibility.",,https://photos.smugmug.com/photos/i-rvgfFtX/0/XL/i-rvgfFtX-XL.jpg,,-0.3,2.33,2.55,4.77,4.62,13.9,13.9,13.9,13.9,0.2,,0,Edmonds,13.9,13.9,2.44,4.695
Geocortex.Gis.Geometries.Polygon,Edmonds 2,"Aug 28, 2023",10.5568331018533,0.937736466332999,Snohomish,Edmonds North,09:09 AM,09:47 AM,clouds,Edmonds (9447427),"started just n of yellow buoy. stipes with diatoms, shredded blades, some sign of kelp crab in stipes, but few. macro algae seen on bottom. Blades are longer than a paddle. Good visibility.",,https://photos.smugmug.com/photos/i-rvgfFtX/0/XL/i-rvgfFtX-XL.jpg,Replicate,-0.3,2.33,2.55,4.77,4.62,13.9,13.9,13.9,13.9,0.2,,0,Edmonds,13.9,13.9,2.44,4.695
Geocortex.Gis.Geometries.Polygon,Hat Island,"Aug 14, 2023",38.9330402387274,1.45496471402597,Snohomish,Hat Island,09:43 AM,10:04 AM,clear,Glendale (9447814),"kelp looks healthy, many fronds underwater, only some on surface.","windy, tough visibility but manageable. a few boats moored on buoys near shore.",No image,,-0.3,2.27,,6.84,,15.2,15.2,,,-0.17,,0,Everett,15.2,15.2,2.27,6.84
Geocortex.Gis.Geometries.Polygon,Hat Island West,"Aug 14, 2023",21.0281040504106,1.14330155558502,Snohomish,Hat Island,10:20 AM,10:40 AM,clear,Glendale (9447814),"Lots of kelp, some small fish. A few large patches with some areas of low density. Kelp bulbs smaller than south bed.",eelgrass in areas more shallow than 8 ft.,https://photos.smugmug.com/photos/i-JQnxDSp/0/XL/i-JQnxDSp-XL.jpg,Added new location Hat Island West,-0.3,2.72,,6.38,,12.7,12.7,,,-0.02,,0,Everett,12.7,12.7,2.72,6.38
Geocortex.Gis.Geometries.Polygon,Aiston Preserve,"July 20, 2023",0.357850698205783,0.220938678401099,Whatcom,Aiston Preserve,11:04 AM,11:52 AM,clear,Gooseberry Point (9449184),"Kelp bed look relatively healthy.  Super skinny around the middle of the bed/sparse, ~1-2 bulbs for about 30ft stretch; some spartina around start; 2 bulbs on far end of survey on other end of rock; 2nd year w/o water structures & 1st year with shoreline restoration complete, park opened to public July 15, 2023.",,https://photos.smugmug.com/photos/i-rr5hNtq/0/XL/i-rr5hNtq-XL.jpg,,0.37,1.37,1.34,5.18,5.33,12.2,12.2,12.2,12.2,0.46,"wind at ~6knots and water a bit rippled, current pushing towards south at a decent rate.",-1,"NOAA Hale Passage, east of Lummi Point (PUG 1710)",12.2,12.2,1.355,5.255
Geocortex.Gis.Geometries.Polygon,Aiston Preserve,"July 20, 2023",0.275998301405322,0.214506870138558,Whatcom,Aiston Preserve,11:04 AM,11:52 AM,clear,Gooseberry Point (9449184),"Kelp bed look relatively healthy.  Super skinny around the middle of the bed/sparse, ~1-2 bulbs for about 30ft stretch; some spartina around start; 2 bulbs on far end of survey on other end of rock; 2nd year w/o water structures & 1st year with shoreline restoration complete, park opened to public July 15, 2023.",,https://photos.smugmug.com/photos/i-rr5hNtq/0/XL/i-rr5hNtq-XL.jpg,Replicate,0.37,1.37,1.34,5.18,5.33,12.2,12.2,12.2,12.2,0.46,"wind at ~6knots and water a bit rippled, current pushing towards south at a decent rate.",-1,"NOAA Hale Passage, east of Lummi Point (PUG 1710)",12.2,12.2,1.355,5.255
Geocortex.Gis.Geometries.Polygon,Cherry Point-Gulf Rd,"Aug 3, 2023",19.6832467984281,2.78126920145282,Whatcom,Cherry Point,10:19 AM,12:04 AM,clear,Cherry Point (9449424),"small fish (silver 1-2""), several egg yolk jelly/moonjellies, kelp crabs, log with one floating end (algae covered), small sparse bulbs closer to shore.  some eelgrass near south shore.  numerous 0.5-1.5"" crab molts.  large r ock just N of shore.  most GPS points with plumose anemones, mottled star, ochre stars.  Bulbs more sparse closer to conveyor (N).  dead seagull floating near south end.",,https://photos.smugmug.com/photos/i-NdbDgGz/0/XL/i-NdbDgGz-XL.jpg,,0.43,1.1,1.56,3.72,3.69,12.2,12.2,11.7,12.2,-0.02,"wind at ~5mph SW, water calm and flat, current pushing south",-0.9,Cherry Pt; Tide Graph,11.95,12.2,1.33,3.705
Geocortex.Gis.Geometries.Polygon,Lummi SW,"July 31, 2023",2.53669617450044,1.25067715401432,Whatcom,Lummi SW,08:20 AM,09:19 AM,clear,Gooseberry Point (9449184),"seems bed is more narrow and closer to shore than previous years.  smaller, younger plants but 1-2 weeks earlier than other years, seem like one long narrow  bed close to shore instead of separate beds from shoreline to 30-40' from shore.  Nice big eddy here at kelp bed area between points at both ends.",,https://photos.smugmug.com/photos/i-22frrbk/0/XL/i-22frrbk-XL.jpg,,-0.36,3.3,3.36,7.08,6.68,12.2,11.7,11.7,11.7,0.29,"relatively calm, some swell on shore with shallow kelp; sun glare heading south, sparse kelp present outside perimeter, mostly to north and south",1.3,"Sinclair current, deep zoom",11.95,11.7,3.33,6.88
Geocortex.Gis.Geometries.Polygon,Point Whitehorn,"Aug 31, 2023",4.57108259573595,0.561547528497563,Whatcom,Point Whitehorn,10:00 AM,10:45 AM,fog_mist,Cherry Point (9449424),"additional kelp bed at Pt. Whitehorn before survey area (north, also lots more towards south, sparse kelp toward shore from survey area, foggy! visibility <1 mile (relatively calm conditions), lots of seals, porpoises, and sea  birds",,https://photos.smugmug.com/photos/i-JDb2VPW/0/XL/i-JDb2VPW-XL.jpg,,0.24,1.67,1.76,5.6,5.57,12.5,12.2,12.5,12.2,0.02,"no wind.  A little current heading south.  very foggy w/ <1  mile visibility, very calm, mostly dense kelp in irregular shapes w/ some sparser sections.  good  kelp to  north and south of shoreline survey segments",-0.6,Deep Zoom,12.5,12.2,1.715,5.585
